posting_id,document_date,posting_date,entered_date,gl_account,gl_account_name,amount,cd_flag,user,tax_rate,ref_id,text,promptly,weekend,nwh,label,marking,top_n,high_cash,anomaly_type,entry_id,user_encoded,gl_account_encoded,leading_digit,second_digit,is_round_amount,just_below_threshold,benford_deviation,weekend_or_late,reversal_candidate,novel_user_account_combo
a_1055,2023-11-27 00:00:00,2023-11-27 00:00:00,2023-11-29 08:03:59,1600,Trade payables,107.04,C,Alice,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,a_1055_12,0,0,1,0,0,0,0.02772000433601879,0,0,0
a_756,2023-02-12 00:00:00,2023-02-12 00:00:00,2023-02-15 11:31:58,1576,"Deductible input tax, 19%",12.98,D,Alice,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,a_756_13,0,1,1,2,0,0,0.02772000433601879,0,0,0
a_4212,2023-08-14 00:00:00,2023-08-14 00:00:00,2023-08-16 12:49:52,3400,"Cost of merchandise, 19% input tax",39.69,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,a_4212_14,1,3,3,9,0,0,0.026686263391700077,0,0,0
a_362,2023-07-20 00:00:00,2023-07-20 00:00:00,2023-07-25 12:50:51,1600,Trade payables,57.67,C,Alice,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,a_362_15,0,0,5,7,0,0,0.01830624604762482,0,0,0
h_1638,2023-12-09 00:00:00,2023-12-09 00:00:00,2023-12-11 12:08:06,1100,Bank (Postbank),312.22,D,Charlie,0.19,h_638,Hedge Trimmer,1,0,0,0,0,0,0,normal,h_1638_16,3,2,3,1,0,0,0.026686263391700077,0,0,0
b_1120,2023-11-11 00:00:00,2023-11-11 00:00:00,2023-11-17 13:28:43,1576,"Deductible input tax, 19%",35.49,D,Bob,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,b_1120_17,1,1,3,5,0,0,0.026686263391700077,0,0,0
f_655,2023-09-10 00:00:00,2023-09-10 00:00:00,2023-10-31 16:12:27,3400,"Cost of merchandise, 19% input tax",341.63,D,Charlie,0.19,0,Garden Hose,3,0,0,0,0,0,0,normal,f_655_18,3,3,3,4,0,0,0.026686263391700077,0,0,0
a_4875,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-08-04 12:05:36,1576,"Deductible input tax, 19%",30.33,D,David,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,a_4875_19,2,1,3,0,0,0,0.026686263391700077,0,0,0
c_6044,2023-10-27 00:00:00,2023-10-27 00:00:00,2023-11-02 09:15:49,1400,Trade receivables,220.33,C,Alice,0.19,c_2544,Hedge Trimmer,1,0,0,0,0,0,0,normal,c_6044_20,0,5,2,2,0,0,0.02578374094431876,0,0,0
b_3735,2023-01-12 00:00:00,2023-01-12 00:00:00,2023-01-16 10:56:53,1576,"Deductible input tax, 19%",3.8,D,Alice,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,b_3735_21,0,1,3,0,0,0,0.026686263391700077,0,0,0
e_3045,2023-04-07,2023-04-07,2023-04-13 13:51:07,1776,"VAT, 19%",83.05,C,Alice,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,e_3045_22,0,6,8,3,0,0,0.016277522447381287,0,0,0
f_1052,2023-05-08 00:00:00,2023-05-08 00:00:00,2023-07-05 13:46:25,1600,Trade payables,1229.15,C,Charlie,0.19,0,Hedge Trimmer,3,0,0,0,0,0,0,normal,f_1052_23,3,0,1,2,0,0,0.02772000433601879,0,0,0
f_3634,2023-11-23 00:00:00,2023-11-23 00:00:00,2023-11-23 14:40:11,1600,Trade payables,278.89,D,Charlie,0.19,f_1634,Shovel,1,0,0,0,0,0,0,normal,f_3634_24,3,0,2,7,0,0,0.02578374094431876,0,0,0
a_2071,2023-06-12 00:00:00,2023-06-12 00:00:00,2023-06-13 09:06:54,3400,"Cost of merchandise, 19% input tax",317.76,D,David,0.19,0,Rake,1,0,0,0,0,0,0,normal,a_2071_25,2,3,3,1,0,0,0.026686263391700077,0,0,0
b_2959,2023-09-12 00:00:00,2023-09-12 00:00:00,2023-09-15 12:10:01,3400,"Cost of merchandise, 19% input tax",16.9,D,Alice,0.19,0,Shovel,1,0,0,0,0,0,0,normal,b_2959_26,0,3,1,6,0,0,0.02772000433601879,0,0,0
b_6401,2023-11-21 00:00:00,2023-11-21 00:00:00,2023-11-27 13:59:47,1600,Trade payables,11.9,D,Bob,0.19,b_2401,Watering Can,1,0,0,0,0,0,0,normal,b_6401_27,1,0,1,1,0,0,0.02772000433601879,0,0,0
a_3677,2023-02-19 00:00:00,2023-02-19 00:00:00,2023-02-22 11:39:02,1600,Trade payables,417.46,C,Alice,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,a_3677_28,0,0,4,1,0,0,0.03278501300805642,0,0,0
f_3725,2023-01-09 00:00:00,2023-01-09 00:00:00,2023-01-12 09:34:01,1100,Bank (Postbank),83.79,C,Bob,0.19,f_1725,Shovel,1,0,0,0,0,0,0,normal,f_3725_29,1,2,8,3,0,0,0.016277522447381287,0,0,0
c_340,2023-11-02 00:00:00,2023-11-02 00:00:00,2023-11-08 10:13:11,8400,"Revenue, 19%",100.48,C,David,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,c_340_30,2,7,1,0,0,0,0.02772000433601879,0,0,0
b_3203,2023-04-13 00:00:00,2023-04-13 00:00:00,2023-04-17 14:43:20,3400,"Cost of merchandise, 19% input tax",60.9,D,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,b_3203_31,0,3,6,0,0,0,0.014696789630613223,0,0,0
e_3500,2023-04-26,2023-04-26,2023-05-04 13:39:37,1400,Trade receivables,433.34,D,Bob,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,e_3500_32,1,5,4,3,0,0,0.03278501300805642,0,0,0
i_516,2023-10-20 00:00:00,2023-10-20 00:00:00,2023-10-24 16:59:34,1400,Trade receivables,19.64,C,Charlie,0.19,i_16,Watering Can,1,0,0,0,0,0,0,normal,i_516_33,3,5,1,9,0,0,0.02772000433601879,0,0,0
d_2403,2023-06-30,2023-06-30,2023-07-03 13:47:50,1576,"Deductible input tax, 19%",228.3,D,Alice,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,d_2403_34,0,1,2,2,0,0,0.02578374094431876,0,0,0
a_6414,2023-04-11 00:00:00,2023-04-11 00:00:00,2023-04-19 13:35:24,1100,Bank (Postbank),48.17,C,Bob,0.19,a_1414,Watering Can,1,0,0,0,0,0,0,normal,a_6414_35,1,2,4,8,0,0,0.03278501300805642,0,0,0
g_1086,2023-08-19 00:00:00,2023-08-19 00:00:00,2023-08-25 15:31:21,3400,"Cost of merchandise, 19% input tax",21.52,D,Charlie,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,g_1086_36,3,3,2,1,0,0,0.02578374094431876,0,0,0
h_646,2023-08-03 00:00:00,2023-08-03 00:00:00,2023-08-03 15:25:33,1400,Trade receivables,201.91,D,Bob,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,h_646_37,1,5,2,0,0,0,0.02578374094431876,0,0,0
h_1608,2023-06-18 00:00:00,2023-06-18 00:00:00,2023-06-21 08:16:00,1100,Bank (Postbank),145.32,D,Charlie,0.19,h_608,Leaf Blower,1,0,0,0,0,0,0,normal,h_1608_38,3,2,1,4,0,0,0.02772000433601879,0,0,0
e_5870,2023-08-15,2023-08-15,2023-08-19 11:07:51,1100,Bank (Postbank),579.79,D,Bob,0.19,e_1870,Wheelbarrow,1,1,0,0,0,0,0,normal,e_5870_39,1,2,5,7,0,0,0.01830624604762482,1,0,0
f_2704,2023-09-28 00:00:00,2023-09-28 00:00:00,2023-10-03 12:34:35,1100,Bank (Postbank),1599.99,C,Bob,0.19,f_704,Wheelbarrow,1,0,0,0,0,0,0,normal,f_2704_40,1,2,1,5,0,0,0.02772000433601879,0,0,0
b_5989,2023-11-02 00:00:00,2023-11-02 00:00:00,2023-11-06 16:41:34,1000,Cash-in-hand,19.11,C,Bob,0.19,b_1989,Rake,1,0,0,0,0,0,0,normal,b_5989_41,1,8,1,9,0,0,0.02772000433601879,0,0,0
i_960,2023-07-23 00:00:00,2023-07-23 00:00:00,2023-07-27 15:17:30,1000,Cash-in-hand,127.44,D,Bob,0.19,i_460,Leaf Blower,1,0,0,0,0,0,0,normal,i_960_42,1,8,1,2,0,0,0.02772000433601879,0,0,0
h_1316,2023-07-02 00:00:00,2023-07-02 00:00:00,2023-07-09 09:53:08,1100,Bank (Postbank),6.6,D,Bob,0.19,h_316,Gardening Gloves,1,2,0,0,0,0,0,normal,h_1316_43,1,2,6,0,0,0,0.014696789630613223,1,0,0
d_2237,2023-06-01,2023-06-01,2023-06-09 11:01:12,3400,"Cost of merchandise, 19% input tax",335.42,D,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,d_2237_44,0,3,3,3,0,0,0.026686263391700077,0,0,0
f_126,2023-01-16 00:00:00,2023-01-16 00:00:00,2023-01-19 13:13:30,1600,Trade payables,1506.06,C,Bob,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,f_126_45,1,0,1,5,0,0,0.02772000433601879,0,0,0
b_950,2023-05-01 00:00:00,2023-05-01 00:00:00,2023-05-08 08:09:57,1576,"Deductible input tax, 19%",0.24,D,Bob,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,b_950_46,1,1,2,0,0,0,0.02578374094431876,0,0,0
g_1936,2023-03-13 00:00:00,2023-03-13 00:00:00,2023-03-20 10:53:37,1000,Cash-in-hand,93.72,C,Bob,0.19,g_436,Garden Shears,1,0,0,0,0,0,0,normal,g_1936_47,1,8,9,3,0,0,0.001007490560675145,0,0,0
b_2887,2023-02-26 00:00:00,2023-02-26 00:00:00,2023-02-28 12:03:02,3400,"Cost of merchandise, 19% input tax",60.9,D,David,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,b_2887_48,2,3,6,0,0,0,0.014696789630613223,0,0,0
c_1579,2023-02-21 00:00:00,2023-02-21 00:00:00,2023-02-23 16:46:55,8400,"Revenue, 19%",26.5,C,David,0.19,0,Rake,1,0,0,0,0,0,0,normal,c_1579_49,2,7,2,6,0,0,0.02578374094431876,0,0,0
e_4243,2023-08-24,2023-08-24,2023-08-30 08:33:31,1400,Trade receivables,2.5700000000000003,C,Alice,0.19,e_243,Gardening Gloves,1,0,0,0,0,0,0,normal,e_4243_50,0,5,2,0,0,0,0.02578374094431876,0,0,0
c_2531,2023-01-07 00:00:00,2023-01-07 00:00:00,2023-01-13 16:05:54,1776,"VAT, 19%",1.44,C,Bob,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,c_2531_51,1,6,1,0,0,0,0.02772000433601879,0,0,0
e_6638,2023-07-29,2023-07-29,2023-08-04 14:36:44,1400,Trade receivables,91.65,C,Alice,0.19,e_2638,Watering Can,1,0,0,0,0,0,0,normal,e_6638_52,0,5,9,1,0,0,0.001007490560675145,0,0,0
f_1888,2023-08-04 00:00:00,2023-08-04 00:00:00,2023-09-29 12:03:42,1576,"Deductible input tax, 19%",24.43,D,Charlie,0.19,0,Shovel,3,0,0,0,0,0,0,normal,f_1888_53,3,1,2,4,0,0,0.02578374094431876,0,0,0
h_950,2023-12-21 00:00:00,2023-12-21 00:00:00,2023-12-25 16:02:05,8400,"Revenue, 19%",34.97,C,Bob,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,h_950_54,1,7,3,4,0,0,0.026686263391700077,0,0,0
a_5214,2023-10-19 00:00:00,2023-10-19 00:00:00,2023-10-21 14:17:01,1600,Trade payables,816.55,D,Alice,0.19,a_214,Hedge Trimmer,1,1,0,0,0,0,0,normal,a_5214_55,0,0,8,1,0,0,0.016277522447381287,1,0,0
a_848,2023-08-03 00:00:00,2023-08-03 00:00:00,2023-08-07 11:09:03,3400,"Cost of merchandise, 19% input tax",457.52,D,David,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,a_848_56,2,3,4,5,0,0,0.03278501300805642,0,0,0
c_2339,2023-09-17 00:00:00,2023-09-17 00:00:00,2023-09-26 16:45:49,1400,Trade receivables,81.15,D,David,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,c_2339_57,2,5,8,1,0,0,0.016277522447381287,0,0,0
c_4968,2023-03-27 00:00:00,2023-03-27 00:00:00,2023-04-02 16:19:14,1400,Trade receivables,19.64,C,Bob,0.19,c_1468,Watering Can,1,2,0,0,0,0,0,normal,c_4968_58,1,5,1,9,0,0,0.02772000433601879,1,0,0
e_1268,2023-07-09,2023-07-09,2023-07-11 16:24:18,1400,Trade receivables,28.73,D,Alice,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,e_1268_59,0,5,2,8,0,0,0.02578374094431876,0,0,0
f_2117,2023-12-27 00:00:00,2023-12-27 00:00:00,2023-12-30 16:24:26,1100,Bank (Postbank),96.1,C,Charlie,0.19,f_117,Garden Hose,1,1,0,0,0,0,0,normal,f_2117_60,3,2,9,6,0,0,0.001007490560675145,1,0,0
c_2689,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-21 11:15:20,8400,"Revenue, 19%",95.5,C,David,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,c_2689_61,2,7,9,5,0,0,0.001007490560675145,0,0,0
d_5450,2023-06-16,2023-06-16,2023-06-19 08:45:44,1600,Trade payables,1341.17,D,Alice,0.19,d_1450,Leaf Blower,1,0,0,0,0,0,0,normal,d_5450_62,0,0,1,3,0,0,0.02772000433601879,0,0,0
d_1430,2023-06-19,2023-06-19,2023-06-23 11:32:40,3400,"Cost of merchandise, 19% input tax",771.45,D,Bob,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,d_1430_63,1,3,7,7,0,0,0.002883053022313266,0,0,0
c_1808,2023-07-13 00:00:00,2023-07-13 00:00:00,2023-07-17 08:32:22,1776,"VAT, 19%",0.39,C,David,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,c_1808_64,2,6,3,0,0,0,0.026686263391700077,0,0,0
b_2066,2023-11-18 00:00:00,2023-11-18 00:00:00,2023-11-23 15:00:21,3400,"Cost of merchandise, 19% input tax",16.9,D,David,0.19,0,Shovel,1,0,0,0,0,0,0,normal,b_2066_65,2,3,1,6,0,0,0.02772000433601879,0,0,0
a_1523,2023-09-25 00:00:00,2023-09-25 00:00:00,2023-10-03 16:21:04,3400,"Cost of merchandise, 19% input tax",875.69,D,Alice,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,a_1523_66,0,3,8,7,0,0,0.016277522447381287,0,0,0
e_6589,2023-04-20,2023-04-20,2023-04-27 13:14:53,1100,Bank (Postbank),171.29,D,Alice,0.19,e_2589,Garden Hose,1,0,0,0,0,0,0,normal,e_6589_67,0,2,1,7,0,0,0.02772000433601879,0,0,0
a_6071,2023-12-15 00:00:00,2023-12-15 00:00:00,2023-12-20 16:37:50,1100,Bank (Postbank),22.34,C,Bob,0.19,a_1071,Gardening Gloves,1,0,0,0,0,0,0,normal,a_6071_68,1,2,2,2,0,0,0.02578374094431876,0,0,0
b_2648,2023-07-04 00:00:00,2023-07-04 00:00:00,2023-07-06 14:39:01,1576,"Deductible input tax, 19%",12.33,D,Bob,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,b_2648_69,1,1,1,2,0,0,0.02772000433601879,0,0,0
e_925,2023-10-06,2023-10-06,2023-10-13 16:13:30,8400,"Revenue, 19%",560.24,C,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,e_925_70,1,7,5,6,0,0,0.01830624604762482,0,0,0
a_9064,2023-12-13 00:00:00,2023-12-13 00:00:00,2023-12-19 11:27:49,1100,Bank (Postbank),162.65,C,David,0.19,a_4064,Watering Can,1,0,0,0,0,0,0,normal,a_9064_71,2,2,1,6,0,0,0.02772000433601879,0,0,0
c_4712,2023-07-23 00:00:00,2023-07-23 00:00:00,2023-07-26 16:19:58,1100,Bank (Postbank),2.44,D,Alice,0.19,c_1212,Gardening Gloves,1,0,0,0,0,0,0,normal,c_4712_72,0,2,2,0,0,0,0.02578374094431876,0,0,0
e_3790,2023-09-30,2023-09-30,2023-10-04 08:40:30,8400,"Revenue, 19%",473.52,C,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,e_3790_73,0,7,4,7,0,0,0.03278501300805642,0,0,0
a_4583,2023-03-08 00:00:00,2023-03-08 00:00:00,2023-03-16 10:54:04,1576,"Deductible input tax, 19%",16.0,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,a_4583_74,1,1,1,6,0,0,0.02772000433601879,0,0,0
a_3081,2023-02-22 00:00:00,2023-02-22 00:00:00,2023-03-03 16:39:10,1600,Trade payables,1342.7,C,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,a_3081_75,0,0,1,3,0,0,0.02772000433601879,0,0,0
c_584,2023-10-29 00:00:00,2023-10-29 00:00:00,2023-11-02 13:01:18,1776,"VAT, 19%",6.27,C,Bob,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,c_584_76,1,6,6,0,0,0,0.014696789630613223,0,0,0
a_1447,2023-10-11 00:00:00,2023-10-11 00:00:00,2023-10-16 15:43:01,1576,"Deductible input tax, 19%",332.5,D,Alice,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,a_1447_77,0,1,3,3,0,0,0.026686263391700077,0,0,0
a_3954,2023-09-29 00:00:00,2023-09-29 00:00:00,2023-10-03 15:18:10,1600,Trade payables,1039.05,C,Alice,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,a_3954_78,0,0,1,0,0,0,0.02772000433601879,0,0,0
a_7621,2023-01-31 00:00:00,2023-01-31 00:00:00,2023-02-02 09:50:36,1100,Bank (Postbank),161.9,C,Bob,0.19,a_2621,Rake,1,0,0,0,0,0,0,normal,a_7621_79,1,2,1,6,0,0,0.02772000433601879,0,0,0
h_1677,2023-05-21 00:00:00,2023-05-21 00:00:00,2023-05-24 09:00:25,1100,Bank (Postbank),42.6,D,Bob,0.19,h_677,Shovel,1,0,0,0,0,0,0,normal,h_1677_80,1,2,4,2,0,0,0.03278501300805642,0,0,0
b_2493,2023-06-24 00:00:00,2023-06-24 00:00:00,2023-06-30 12:24:33,3400,"Cost of merchandise, 19% input tax",16.9,D,Alice,0.19,0,Shovel,1,0,0,0,0,0,0,normal,b_2493_81,0,3,1,6,0,0,0.02772000433601879,0,0,0
d_6588,2023-07-25,2023-07-25,2023-07-26 14:18:41,1100,Bank (Postbank),208.25,C,Bob,0.19,d_2588,Shovel,1,0,0,0,0,0,0,normal,d_6588_82,1,2,2,0,0,0,0.02578374094431876,0,0,0
a_2725,2023-01-02 00:00:00,2023-01-02 00:00:00,2023-01-10 16:10:16,1600,Trade payables,44.27,C,Alice,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,a_2725_83,0,0,4,4,0,0,0.03278501300805642,0,0,0
f_1660,2023-09-02 00:00:00,2023-09-02 00:00:00,2023-09-08 12:50:58,1576,"Deductible input tax, 19%",3.63,D,Bob,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,f_1660_84,1,1,3,0,0,0,0.026686263391700077,0,0,0
e_3871,2023-07-18,2023-07-18,2023-07-25 12:07:34,1400,Trade receivables,112.16,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,e_3871_85,1,5,1,1,0,0,0.02772000433601879,0,0,0
e_3588,2023-04-27,2023-04-27,2023-05-01 13:39:56,1400,Trade receivables,442.95,D,Alice,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,e_3588_86,0,5,4,4,0,0,0.03278501300805642,0,0,0
b_5791,2023-02-22 00:00:00,2023-02-22 00:00:00,2023-02-25 10:06:17,1600,Trade payables,20.11,D,David,0.19,b_1791,Shovel,1,1,0,0,0,0,0,normal,b_5791_87,2,0,2,0,0,0,0.02578374094431876,1,0,0
d_1519,2023-09-20,2023-09-20,2023-09-25 13:26:49,1576,"Deductible input tax, 19%",162.43,D,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,d_1519_88,1,1,1,6,0,0,0.02772000433601879,0,0,0
c_1638,2023-01-18 00:00:00,2023-01-18 00:00:00,2023-01-23 11:43:19,1776,"VAT, 19%",5.04,C,Bob,0.19,0,Rake,1,0,0,0,0,0,0,normal,c_1638_89,1,6,5,0,0,0,0.01830624604762482,0,0,0
c_2597,2023-09-30 00:00:00,2023-09-30 00:00:00,2023-10-03 16:21:04,1400,Trade receivables,5.47,D,Alice,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,c_2597_90,0,5,5,0,0,0,0.01830624604762482,0,0,0
b_5626,2023-09-11 00:00:00,2023-09-11 00:00:00,2023-09-17 10:44:32,1600,Trade payables,21.49,D,Bob,0.19,b_1626,Garden Shears,1,2,0,0,0,0,0,normal,b_5626_91,1,0,2,1,0,0,0.02578374094431876,1,0,0
b_4232,2023-11-19 00:00:00,2023-11-19 00:00:00,2023-11-23 12:01:58,1000,Cash-in-hand,77.23,C,David,0.19,b_232,Leaf Blower,1,0,0,0,0,0,0,normal,b_4232_92,2,8,7,7,0,0,0.002883053022313266,0,0,0
d_3825,2023-06-10,2023-06-10,2023-06-14 14:57:52,1576,"Deductible input tax, 19%",44.09,D,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,d_3825_93,0,1,4,4,0,0,0.03278501300805642,0,0,0
e_7344,2023-08-25 00:00:00,2023-08-25 00:00:00,2023-08-28 10:25:22,1400,Trade receivables,652.8000000000001,C,Alice,0.19,e_3344,Lawn Mower,1,0,0,0,0,0,0,normal,e_7344_94,0,5,6,5,0,0,0.014696789630613223,0,0,0
f_207,2023-10-02 00:00:00,2023-10-02 00:00:00,2023-10-16 14:25:29,1600,Trade payables,41.59,C,Charlie,0.19,0,Garden Shears,2,0,0,0,0,0,0,normal,f_207_95,3,0,4,1,0,0,0.03278501300805642,0,0,0
i_912,2023-01-03 00:00:00,2023-01-03 00:00:00,2023-01-05 07:24:27,1000,Cash-in-hand,33.18,D,Charlie,0.19,i_412,Shovel,1,0,1,0,0,0,0,normal,i_912_96,3,8,3,3,0,0,0.026686263391700077,1,0,0
h_215,2023-10-26 00:00:00,2023-10-26 00:00:00,2023-11-03 12:17:52,8400,"Revenue, 19%",406.55,C,Charlie,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,h_215_97,3,7,4,0,0,0,0.03278501300805642,0,0,0
d_5957,2023-08-03,2023-08-03,2023-08-09 11:20:14,1100,Bank (Postbank),966.59,C,David,0.19,d_1957,Lawn Mower,1,0,0,0,0,0,0,normal,d_5957_98,2,2,9,6,0,0,0.001007490560675145,0,0,0
c_5591,2023-03-17 00:00:00,2023-03-17 00:00:00,2023-03-20 15:05:51,1100,Bank (Postbank),7.87,D,Alice,0.19,c_2091,Gardening Gloves,1,0,0,0,0,0,0,normal,c_5591_99,0,2,7,0,0,0,0.002883053022313266,0,0,0
e_1273,2023-07-28,2023-07-28,2023-07-31 11:43:37,8400,"Revenue, 19%",178.86,C,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,e_1273_100,0,7,1,7,0,0,0.02772000433601879,0,0,0
f_1318,2023-06-11 00:00:00,2023-06-11 00:00:00,2023-06-15 15:13:19,1600,Trade payables,400.26,C,Bob,0.19,0,Shovel,1,0,0,0,0,0,0,normal,f_1318_101,1,0,4,0,0,0,0.03278501300805642,0,0,0
b_3475,2023-01-22 00:00:00,2023-01-22 00:00:00,2023-01-30 09:27:27,1576,"Deductible input tax, 19%",3.05,D,Alice,0.19,0,Rake,1,0,0,0,0,0,0,normal,b_3475_102,0,1,3,0,0,0,0.026686263391700077,0,0,0
c_1954,2023-09-04 00:00:00,2023-09-04 00:00:00,2023-09-06 12:50:44,1776,"VAT, 19%",25.17,C,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,c_1954_103,1,6,2,5,0,0,0.02578374094431876,0,0,0
b_1928,2023-01-26 00:00:00,2023-01-26 00:00:00,2023-02-02 09:35:00,1576,"Deductible input tax, 19%",15.26,D,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,b_1928_104,1,1,1,5,0,0,0.02772000433601879,0,0,0
