posting_id,document_date,posting_date,entered_date,gl_account,gl_account_name,amount,cd_flag,user,tax_rate,ref_id,text,promptly,weekend,nwh,label,marking,top_n,high_cash,anomaly_type,entry_id,user_encoded,gl_account_encoded,leading_digit,second_digit,is_round_amount,just_below_threshold,benford_deviation,weekend_or_late,reversal_candidate,novel_user_account_combo
a_230,2023-03-10 00:00:00,2023-03-10 00:00:00,2023-03-16 14:20:41,1600,Trade payables,29.32,C,Alice,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,a_230_10,3,5,2,9,0,0,0.012242074277652087,0,0,0
e_2845,2023-06-22,2023-06-22,2023-06-27 12:29:21,1400,Trade receivables,252.67,D,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,e_2845_11,3,4,2,5,0,0,0.012242074277652087,0,0,0
f_586,2023-05-05 00:00:00,2023-05-05 00:00:00,2023-05-15 15:45:18,1576,"Deductible input tax, 19%",4.37,D,Charlie,0.19,0,Gardening Gloves,2,0,0,0,0,0,0,normal,f_586_12,1,1,4,0,0,0,0.032243346341389756,0,0,0
i_692,2023-05-25 00:00:00,2023-05-25 00:00:00,2023-05-31 13:21:25,1400,Trade receivables,31.54,C,Charlie,0.19,i_192,Rake,1,0,0,0,0,0,0,normal,i_692_13,1,4,3,1,0,0,0.0373945967250334,0,0,0
d_6045,2023-05-10,2023-05-10,2023-05-13 16:19:33,1100,Bank (Postbank),25.88,C,David,0.19,d_2045,Gardening Gloves,1,1,0,0,0,0,0,normal,d_6045_14,2,3,2,5,0,0,0.012242074277652087,1,0,0
d_3118,2023-04-16,2023-04-16,2023-04-20 08:49:17,1576,"Deductible input tax, 19%",42.57,D,Alice,0.19,0,Shovel,1,0,0,0,0,0,0,normal,d_3118_15,3,1,4,2,0,0,0.032243346341389756,0,0,0
c_5570,2023-03-17 00:00:00,2023-03-17 00:00:00,2023-03-18 09:49:37,1400,Trade receivables,367.13,C,Alice,0.19,c_2070,Hedge Trimmer,1,1,0,0,0,0,0,normal,c_5570_16,3,4,3,6,0,0,0.0373945967250334,1,0,0
h_1030,2023-11-05 00:00:00,2023-11-05 00:00:00,2023-11-09 12:33:06,1200,Bank,80.64999999999999,C,Bob,0.19,h_30,Rake,1,0,0,0,0,0,0,normal,h_1030_17,0,6,8,0,0,0,0.014152522447381292,0,0,0
f_1830,2023-03-20 00:00:00,2023-03-20 00:00:00,2023-05-04 13:03:32,3400,"Cost of merchandise, 19% input tax",863.4,D,Bob,0.19,0,Hedge Trimmer,3,0,0,0,0,0,0,normal,f_1830_18,0,7,8,6,0,0,0.014152522447381292,0,0,0
f_1039,2023-10-02 00:00:00,2023-10-02 00:00:00,2023-10-03 15:16:36,3400,"Cost of merchandise, 19% input tax",1393.89,D,Charlie,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,f_1039_19,1,7,1,3,0,0,0.023970004336018813,0,0,0
f_3609,2023-03-20 00:00:00,2023-03-20 00:00:00,2023-03-26 13:18:20,1600,Trade payables,1367.7600000000002,D,Fred,0.19,f_1609,Hedge Trimmer,1,2,0,1,6,0,1,payment_reversal,f_3609_20,4,5,1,3,0,0,0.023970004336018813,1,0,0
a_9466,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-05 15:49:35,1100,Bank (Postbank),24.07,C,Alice,0.19,a_4466,Watering Can,1,1,0,0,0,0,0,normal,a_9466_21,3,3,2,4,0,0,0.012242074277652087,1,0,0
b_4789,2023-01-17 00:00:00,2023-01-17 00:00:00,2023-01-24 14:09:55,1000,Cash-in-hand,77.23,C,David,0.19,b_789,Leaf Blower,1,0,0,0,0,0,0,normal,b_4789_22,2,8,7,7,0,0,0.003008053022313266,0,0,0
f_1298,2023-10-13 00:00:00,2023-10-13 00:00:00,2023-10-17 05:28:44,3400,"Cost of merchandise, 19% input tax",3608.32,D,Charlie,0.19,0,Lawn Mower,1,0,1,0,0,1,0,normal,f_1298_23,1,7,3,6,0,0,0.0373945967250334,1,0,0
a_136,2023-06-12 00:00:00,2023-06-12 00:00:00,2023-06-12 14:18:10,3400,"Cost of merchandise, 19% input tax",93.14,D,Bob,0.19,0,Shovel,1,0,0,0,0,0,0,normal,a_136_24,0,7,9,3,0,0,0.0007574905606751448,0,0,0
e_2356,2023-09-30,2023-09-30,2023-10-04 08:31:34,1400,Trade receivables,1768.38,D,Bob,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,e_2356_25,0,4,1,7,0,0,0.023970004336018813,0,0,0
c_2571,2023-06-28 00:00:00,2023-06-28 00:00:00,2023-07-03 08:54:32,8400,"Revenue, 19%",269.34,C,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,c_2571_26,0,0,2,6,0,0,0.012242074277652087,0,0,0
d_4820,2023-06-02,2023-06-02,2023-06-07 10:29:05,1600,Trade payables,852.68,D,David,0.19,d_820,Leaf Blower,1,0,0,0,0,0,0,normal,d_4820_27,2,5,8,5,0,0,0.014152522447381292,0,0,0
h_1594,2023-02-25 00:00:00,2023-02-25 00:00:00,2023-03-04 11:18:04,1400,Trade receivables,504.52,C,Bob,0.19,h_594,Wheelbarrow,1,1,0,0,0,0,0,normal,h_1594_28,0,4,5,0,0,0,0.014181246047624815,1,0,0
d_3734,2023-07-08,2023-07-08,2023-07-13 09:30:51,1600,Trade payables,189.86,C,Alice,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,d_3734_29,3,5,1,8,0,0,0.023970004336018813,0,0,0
b_59,2023-02-21 00:00:00,2023-02-21 00:00:00,2023-02-24 09:05:11,3400,"Cost of merchandise, 19% input tax",64.9,D,David,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,b_59_30,2,7,6,4,0,0,0.015280122963946555,0,0,0
d_2896,2023-06-19,2023-06-19,2023-06-26 12:35:59,3400,"Cost of merchandise, 19% input tax",434.03,D,Alice,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,d_2896_31,3,7,4,3,0,0,0.032243346341389756,0,0,0
e_2462,2023-08-21,2023-08-21,2023-08-24 13:13:37,1400,Trade receivables,50.49,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,e_2462_32,0,4,5,0,0,0,0.014181246047624815,0,0,0
c_2742,2023-11-26 00:00:00,2023-11-26 00:00:00,2023-12-04 10:04:37,1400,Trade receivables,51.63,D,Bob,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,c_2742_33,0,4,5,1,0,0,0.014181246047624815,0,0,0
b_5029,2023-12-12 00:00:00,2023-12-12 00:00:00,2023-12-15 10:24:25,1000,Cash-in-hand,1.48,C,Alice,0.19,b_1029,Gardening Gloves,1,0,0,0,0,0,0,normal,b_5029_34,3,8,1,0,0,0,0.023970004336018813,0,0,0
c_3305,2023-09-06 00:00:00,2023-09-06 00:00:00,2023-09-12 12:06:02,1776,"VAT, 19%",169.78,C,David,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,c_3305_35,2,2,1,6,0,0,0.023970004336018813,0,0,0
e_6688,2023-07-07,2023-07-07,2023-07-14 15:00:23,1400,Trade receivables,53.38,C,Bob,0.19,e_2688,Watering Can,1,0,0,0,0,0,0,normal,e_6688_36,0,4,5,3,0,0,0.014181246047624815,0,0,0
d_988,2023-06-15,2023-06-15,2023-06-19 08:22:40,3400,"Cost of merchandise, 19% input tax",283.05,D,Bob,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,d_988_37,0,7,2,8,0,0,0.012242074277652087,0,0,0
e_6411,2023-08-09,2023-08-09,2023-08-14 15:53:42,1100,Bank (Postbank),488.71,D,Bob,0.19,e_2411,Hedge Trimmer,1,0,0,0,0,0,0,normal,e_6411_38,0,3,4,8,0,0,0.032243346341389756,0,0,0
a_2378,2023-10-27 00:00:00,2023-10-27 00:00:00,2023-11-03 12:38:42,1600,Trade payables,108.6,C,Alice,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,a_2378_39,3,5,1,0,0,0,0.023970004336018813,0,0,0
d_7618,2023-10-13,2023-10-13,2023-10-19 09:14:50,1600,Trade payables,184.64,D,Alice,0.19,d_3618,Rake,1,0,0,0,0,0,0,normal,d_7618_40,3,5,1,8,0,0,0.023970004336018813,0,0,0
g_2906,2023-11-20 00:00:00,2023-11-20 00:00:00,2023-11-27 17:40:04,1000,Cash-in-hand,477.07,C,Bob,0.19,g_1406,Leaf Blower,1,0,0,0,0,0,0,normal,g_2906_41,0,8,4,7,0,0,0.032243346341389756,0,0,0
b_3598,2023-04-07 00:00:00,2023-04-07 00:00:00,2023-04-12 14:38:09,1576,"Deductible input tax, 19%",3.05,D,Alice,0.19,0,Rake,1,0,0,0,0,0,0,normal,b_3598_42,3,1,3,0,0,0,0.0373945967250334,0,0,0
f_321,2023-07-05 00:00:00,2023-07-05 00:00:00,2023-07-14 16:49:42,3400,"Cost of merchandise, 19% input tax",352.02,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,f_321_43,0,7,3,5,0,0,0.0373945967250334,0,0,0
g_1969,2023-01-03 00:00:00,2023-01-03 00:00:00,2023-01-08 13:05:42,1600,Trade payables,22.9,D,Bob,0.19,g_469,Gardening Gloves,1,2,0,0,0,0,0,normal,g_1969_44,0,5,2,2,0,0,0.012242074277652087,1,0,0
f_1815,2023-02-26 00:00:00,2023-02-26 00:00:00,2023-03-03 10:28:33,1600,Trade payables,177.75,C,Bob,0.19,0,Shovel,1,0,0,0,0,0,0,normal,f_1815_45,0,5,1,7,0,0,0.023970004336018813,0,0,0
a_4001,2023-06-25 00:00:00,2023-06-25 00:00:00,2023-06-30 09:57:12,1600,Trade payables,369.14,C,David,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,a_4001_46,2,5,3,6,0,0,0.0373945967250334,0,0,0
f_3864,2023-11-13 00:00:00,2023-11-13 00:00:00,2023-11-18 13:27:48,1200,Bank,971.46,C,Fred,0.19,f_1864,Wheelbarrow,1,1,0,1,6,0,1,payment_reversal,f_3864_47,4,6,9,7,0,0,0.0007574905606751448,1,0,0
a_8116,2023-02-14 00:00:00,2023-02-14 00:00:00,2023-02-22 15:58:44,1100,Bank (Postbank),253.35,C,Bob,0.19,a_3116,Rake,1,0,0,0,0,0,0,normal,a_8116_48,0,3,2,5,0,0,0.012242074277652087,0,0,0
c_5346,2023-05-01 00:00:00,2023-05-01 00:00:00,2023-05-01 09:36:07,1400,Trade receivables,366.78,C,Alice,0.19,c_1846,Lawn Mower,1,0,0,0,0,0,0,normal,c_5346_49,3,4,3,6,0,0,0.0373945967250334,0,0,0
e_6400,2023-08-14,2023-08-14,2023-08-20 10:57:33,1400,Trade receivables,491.83,C,Alice,0.19,e_2400,Lawn Mower,1,2,0,0,0,0,0,normal,e_6400_50,3,4,4,9,0,0,0.032243346341389756,1,0,0
b_5671,2023-02-28 00:00:00,2023-02-28 00:00:00,2023-03-03 12:45:06,1000,Cash-in-hand,72.47,C,David,0.19,b_1671,Hedge Trimmer,1,0,0,0,0,0,0,normal,b_5671_51,2,8,7,2,0,0,0.003008053022313266,0,0,0
d_1592,2023-10-16,2023-10-16,2023-10-19 13:21:47,3400,"Cost of merchandise, 19% input tax",1718.95,D,Bob,0.19,0,Lawn Mower,1,0,0,0,0,0,0,normal,d_1592_52,0,7,1,7,0,0,0.023970004336018813,0,0,0
e_3241,2023-08-24,2023-08-24,2023-08-28 13:28:50,1400,Trade receivables,361.09,D,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,e_3241_53,0,4,3,6,0,0,0.0373945967250334,0,0,0
d_3713,2023-09-06,2023-09-06,2023-09-08 11:31:33,3400,"Cost of merchandise, 19% input tax",54.35,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,d_3713_54,0,7,5,4,0,0,0.014181246047624815,0,0,0
a_4983,2023-10-29 00:00:00,2023-10-29 00:00:00,2023-11-01 10:03:14,1576,"Deductible input tax, 19%",0.95,D,David,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,a_4983_55,2,1,9,0,0,0,0.0007574905606751448,0,0,0
b_356,2023-06-20 00:00:00,2023-06-20 00:00:00,2023-06-23 15:20:40,1600,Trade payables,11.9,C,Alice,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,b_356_56,3,5,1,1,0,0,0.023970004336018813,0,0,0
b_7093,2023-10-24 00:00:00,2023-10-24 00:00:00,2023-10-30 13:40:54,1600,Trade payables,23.8,D,Bob,0.19,b_3093,Garden Hose,1,0,0,0,0,0,0,normal,b_7093_57,0,5,2,3,0,0,0.012242074277652087,0,0,0
g_2320,2023-12-09 00:00:00,2023-12-09 00:00:00,2023-12-14 14:16:55,1000,Cash-in-hand,682.61,C,Bob,0.19,g_820,Leaf Blower,1,0,0,0,0,0,0,normal,g_2320_58,0,8,6,8,0,0,0.015280122963946555,0,0,0
f_1964,2023-03-19 00:00:00,2023-03-19 00:00:00,2023-03-24 08:48:48,3400,"Cost of merchandise, 19% input tax",83.44,D,Charlie,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,f_1964_59,1,7,8,3,0,0,0.014152522447381292,0,0,0
a_8874,2023-06-10 00:00:00,2023-06-10 00:00:00,2023-06-12 11:14:44,1100,Bank (Postbank),69.17,C,David,0.19,a_3874,Watering Can,1,0,0,0,0,0,0,normal,a_8874_60,2,3,6,9,0,0,0.015280122963946555,0,0,0
b_1958,2023-01-26 00:00:00,2023-01-26 00:00:00,2023-01-30 16:31:17,1576,"Deductible input tax, 19%",3.21,D,David,0.19,0,Shovel,1,0,0,0,0,0,0,normal,b_1958_61,2,1,3,0,0,0,0.0373945967250334,0,0,0
e_6855,2023-09-28,2023-09-28,2023-10-03 15:58:33,1100,Bank (Postbank),704.15,D,Bob,0.19,e_2855,Lawn Mower,1,0,0,0,0,0,0,normal,e_6855_62,0,3,7,0,0,0,0.003008053022313266,0,0,0
b_4364,2023-09-29 00:00:00,2023-09-29 00:00:00,2023-10-04 12:31:16,1600,Trade payables,11.9,D,Alice,0.19,b_364,Watering Can,1,0,0,0,0,0,0,normal,b_4364_63,3,5,1,1,0,0,0.023970004336018813,0,0,0
e_4303,2023-10-06,2023-10-06,2023-10-11 15:51:55,1100,Bank (Postbank),196.12,D,Bob,0.19,e_303,Garden Hose,1,0,0,0,0,0,0,normal,e_4303_64,0,3,1,9,0,0,0.023970004336018813,0,0,0
b_2176,2023-02-07 00:00:00,2023-02-07 00:00:00,2023-02-10 09:48:41,1600,Trade payables,1.48,C,David,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,b_2176_65,2,5,1,0,0,0,0.023970004336018813,0,0,0
d_5522,2023-10-10,2023-10-10,2023-10-16 11:03:06,1600,Trade payables,437.63,D,David,0.19,d_1522,Hedge Trimmer,1,0,0,0,0,0,0,normal,d_5522_66,2,5,4,3,0,0,0.032243346341389756,0,0,0
d_4287,2023-10-31,2023-10-31,2023-11-05 10:41:47,1100,Bank (Postbank),25.69,C,Bob,0.19,d_287,Gardening Gloves,1,2,0,0,0,0,0,normal,d_4287_67,0,3,2,5,0,0,0.012242074277652087,1,0,0
c_6321,2023-03-03 00:00:00,2023-03-03 00:00:00,2023-03-06 11:20:38,1100,Bank (Postbank),748.12,D,Alice,0.19,c_2821,Wheelbarrow,1,0,0,0,0,0,0,normal,c_6321_68,3,3,7,4,0,0,0.003008053022313266,0,0,0
c_4071,2023-01-16 00:00:00,2023-01-16 00:00:00,2023-01-20 16:00:42,1400,Trade receivables,39.27,C,Bob,0.19,c_571,Garden Hose,1,0,0,0,0,0,0,normal,c_4071_69,0,4,3,9,0,0,0.0373945967250334,0,0,0
a_8825,2023-05-15 00:00:00,2023-05-15 00:00:00,2023-05-19 09:32:43,1100,Bank (Postbank),126.12,C,Bob,0.19,a_3825,Garden Hose,1,0,0,0,0,0,0,normal,a_8825_70,0,3,1,2,0,0,0.023970004336018813,0,0,0
a_5335,2023-07-16 00:00:00,2023-07-16 00:00:00,2023-07-18 11:52:06,1600,Trade payables,74.32000000000001,D,Alice,0.19,a_335,Watering Can,1,0,0,0,0,0,0,normal,a_5335_71,3,5,7,4,0,0,0.003008053022313266,0,0,0
d_1876,2023-04-18,2023-04-18,2023-04-21 08:32:22,1600,Trade payables,598.51,C,David,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,d_1876_72,2,5,5,9,0,0,0.014181246047624815,0,0,0
a_9781,2023-10-19 00:00:00,2023-10-19 00:00:00,2023-10-22 09:48:04,1600,Trade payables,316.12,D,Alice,0.19,a_4781,Garden Shears,1,2,0,0,0,0,0,normal,a_9781_73,3,5,3,1,0,0,0.0373945967250334,1,0,0
b_4430,2023-09-11 00:00:00,2023-09-11 00:00:00,2023-09-15 12:49:05,1600,Trade payables,1.48,D,David,0.19,b_430,Gardening Gloves,1,0,0,0,0,0,0,normal,b_4430_74,2,5,1,0,0,0,0.023970004336018813,0,0,0
d_2247,2023-05-06,2023-05-06,2023-05-08 12:42:04,1600,Trade payables,1088.36,C,Bob,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,d_2247_75,0,5,1,0,0,0,0.023970004336018813,0,0,0
d_5774,2023-08-04,2023-08-04,2023-08-06 15:38:05,1600,Trade payables,53.26,D,Alice,0.19,d_1774,Garden Hose,1,2,0,0,0,0,0,normal,d_5774_76,3,5,5,3,0,0,0.014181246047624815,1,0,0
g_272,2023-12-14 00:00:00,2023-12-14 00:00:00,2023-12-19 09:08:19,1576,"Deductible input tax, 19%",20.2,D,Charlie,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,g_272_77,1,1,2,0,0,0,0.012242074277652087,0,0,0
e_1414,2023-05-23,2023-05-23,2023-05-29 11:52:36,8400,"Revenue, 19%",23.34,C,Bob,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,e_1414_78,0,0,2,3,0,0,0.012242074277652087,0,0,0
b_2342,2023-11-11 00:00:00,2023-11-11 00:00:00,2023-11-13 08:02:45,3400,"Cost of merchandise, 19% input tax",80.3,D,Bob,0.19,0,Wheelbarrow,1,0,0,0,0,0,0,normal,b_2342_79,0,7,8,0,0,0,0.014152522447381292,0,0,0
b_1123,2023-07-16 00:00:00,2023-07-16 00:00:00,2023-07-18 10:36:47,3400,"Cost of merchandise, 19% input tax",10.0,D,David,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,b_1123_80,2,7,1,0,0,0,0.023970004336018813,0,0,0
h_384,2023-04-05 00:00:00,2023-04-05 00:00:00,2023-04-12 16:25:50,1776,"VAT, 19%",20.83,C,Charlie,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,h_384_81,1,2,2,0,0,0,0.012242074277652087,0,0,0
g_935,2023-01-21 00:00:00,2023-01-21 00:00:00,2023-01-26 16:53:07,3400,"Cost of merchandise, 19% input tax",34.14,D,Bob,0.19,0,Garden Shears,1,0,0,0,0,0,0,normal,g_935_82,0,7,3,4,0,0,0.0373945967250334,0,0,0
a_340,2023-04-29 00:00:00,2023-04-29 00:00:00,2023-05-03 09:45:06,1600,Trade payables,151.82,C,Bob,0.19,0,Watering Can,1,0,0,0,0,0,0,normal,a_340_83,0,5,1,5,0,0,0.023970004336018813,0,0,0
e_4721,2023-08-15,2023-08-15,2023-08-24 13:48:12,1100,Bank (Postbank),486.29,D,Bob,0.19,e_721,Leaf Blower,1,0,0,0,0,0,0,normal,e_4721_84,0,3,4,8,0,0,0.032243346341389756,0,0,0
b_3266,2023-09-17 00:00:00,2023-09-17 00:00:00,2023-09-21 12:36:28,3400,"Cost of merchandise, 19% input tax",1.24,D,Bob,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,b_3266_85,0,7,1,0,0,0,0.023970004336018813,0,0,0
a_2074,2023-04-17 00:00:00,2023-04-17 00:00:00,2023-04-19 15:38:39,3400,"Cost of merchandise, 19% input tax",767.93,D,Bob,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,a_2074_86,0,7,7,6,0,0,0.003008053022313266,0,0,0
a_2824,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-24 16:27:53,1576,"Deductible input tax, 19%",473.56,D,David,0.19,0,Lawn Mower,1,0,0,0,0,1,0,normal,a_2824_87,2,1,4,7,0,0,0.032243346341389756,0,0,0
c_6236,2023-02-06 00:00:00,2023-02-06 00:00:00,2023-02-10 14:47:20,1400,Trade receivables,27.36,C,Bob,0.19,c_2736,Watering Can,1,0,0,0,0,0,0,normal,c_6236_88,0,4,2,7,0,0,0.012242074277652087,0,0,0
a_4071,2023-04-30 00:00:00,2023-04-30 00:00:00,2023-05-04 14:22:27,3400,"Cost of merchandise, 19% input tax",65.85,D,Alice,0.19,0,Shovel,1,0,0,0,0,0,0,normal,a_4071_89,3,7,6,5,0,0,0.015280122963946555,0,0,0
g_252,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-21 10:43:04,3400,"Cost of merchandise, 19% input tax",975.42,D,Charlie,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,g_252_90,1,7,9,7,0,0,0.0007574905606751448,0,0,0
b_4785,2023-08-09 00:00:00,2023-08-09 00:00:00,2023-08-13 08:56:21,1000,Cash-in-hand,222.29,C,David,0.19,b_785,Lawn Mower,1,2,0,0,0,0,0,normal,b_4785_91,2,8,2,2,0,0,0.012242074277652087,1,0,0
a_8357,2023-06-25 00:00:00,2023-06-25 00:00:00,2023-06-28 14:26:50,1100,Bank (Postbank),1144.11,C,Bob,0.19,a_3357,Leaf Blower,1,0,0,0,0,0,0,normal,a_8357_92,0,3,1,1,0,0,0.023970004336018813,0,0,0
h_1651,2023-12-17 00:00:00,2023-12-17 00:00:00,2023-12-23 10:32:21,1400,Trade receivables,744.36,C,Bob,0.19,h_651,Wheelbarrow,1,1,0,0,0,0,0,normal,h_1651_93,0,4,7,4,0,0,0.003008053022313266,1,0,0
e_5888,2023-10-30,2023-10-30,2023-10-30 13:16:39,1100,Bank (Postbank),226.37,D,Bob,0.19,e_1888,Leaf Blower,1,0,0,0,0,0,0,normal,e_5888_94,0,3,2,2,0,0,0.012242074277652087,0,0,0
c_1325,2023-12-21 00:00:00,2023-12-21 00:00:00,2023-12-22 14:02:00,8400,"Revenue, 19%",2.05,C,David,0.19,0,Gardening Gloves,1,0,0,0,0,0,0,normal,c_1325_95,2,0,2,0,0,0,0.012242074277652087,0,0,0
d_4776,2023-09-06,2023-09-06,2023-09-09 15:53:27,1100,Bank (Postbank),347.19,C,Bob,0.19,d_776,Rake,1,1,0,0,0,0,0,normal,d_4776_96,0,3,3,4,0,0,0.0373945967250334,1,0,0
a_4648,2023-05-17 00:00:00,2023-05-17 00:00:00,2023-05-23 08:44:36,3400,"Cost of merchandise, 19% input tax",326.65,D,David,0.19,0,Leaf Blower,1,0,0,0,0,0,0,normal,a_4648_97,2,7,3,2,0,0,0.0373945967250334,0,0,0
c_2668,2023-05-14 00:00:00,2023-05-14 00:00:00,2023-05-18 16:20:24,8400,"Revenue, 19%",350.91,C,Bob,0.19,0,Hedge Trimmer,1,0,0,0,0,0,0,normal,c_2668_98,0,0,3,5,0,0,0.0373945967250334,0,0,0
c_2777,2023-05-18 00:00:00,2023-05-18 00:00:00,2023-05-24 13:16:06,1400,Trade receivables,75.01,D,Alice,0.19,0,Garden Hose,1,0,0,0,0,0,0,normal,c_2777_99,3,4,7,5,0,0,0.003008053022313266,0,0,0
a_6719,2023-12-18 00:00:00,2023-12-18 00:00:00,2023-12-22 10:19:47,1100,Bank (Postbank),398.3,C,Alice,0.19,a_1719,Wheelbarrow,1,0,0,0,0,0,0,normal,a_6719_100,3,3,3,9,0,0,0.0373945967250334,0,0,0
a_7666,2023-04-03 00:00:00,2023-04-03 00:00:00,2023-04-09 09:06:38,1600,Trade payables,874.1099999999999,D,Fred,0.19,a_2666,Wheelbarrow,1,2,0,1,6,0,1,payment_reversal,a_7666_101,4,5,8,7,0,0,0.014152522447381292,1,0,0
d_4534,2023-09-14,2023-09-14,2023-09-19 09:22:17,1100,Bank (Postbank),205.16,C,David,0.19,d_534,Shovel,1,0,0,0,0,0,0,normal,d_4534_102,2,3,2,0,0,0,0.012242074277652087,0,0,0
c_6766,2023-03-16 00:00:00,2023-03-16 00:00:00,2023-03-20 14:20:41,1400,Trade receivables,77.92,C,Bob,0.19,c_3266,Garden Shears,1,0,0,0,0,0,0,normal,c_6766_103,0,4,7,7,0,0,0.003008053022313266,0,0,0
e_4722,2023-06-29,2023-06-29,2023-07-05 08:28:49,1400,Trade receivables,11.33,C,Bob,0.19,e_722,Gardening Gloves,1,0,0,0,0,0,0,normal,e_4722_104,0,4,1,1,0,0,0.023970004336018813,0,0,0
b_2192,2023-02-04 00:00:00,2023-02-04 00:00:00,2023-02-06 12:41:53,3400,"Cost of merchandise, 19% input tax",16.06,D,Alice,0.19,0,Rake,1,0,0,0,0,0,0,normal,b_2192_105,3,7,1,6,0,0,0.023970004336018813,0,0,0
